"BehaviorSpace results (NetLogo 6.4.0)","Stats version 2.0"
"FinalProject.nlogo"
"Effect of Water Density on Dengue Spread (40% density)"
"05/27/2025 01:12:13:054 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","35","0","35"
"init-total-humans","init-n-turtles-infected","water-density","init-total-mosquitoes","max-ticks","[step]","(mean) mosquito_to_human_rate","(std) mosquito_to_human_rate","(mean) human_to_mosquito_rate","(std) human_to_mosquito_rate","(mean) total-mosquitoes","(std) total-mosquitoes","(mean) mosquito-death-toll","(std) mosquito-death-toll","(mean) cur-human-population","(std) cur-human-population","(mean) %infected-humans","(std) %infected-humans","(mean) %recovered-humans","(std) %recovered-humans","(mean) total-larvae","(std) total-larvae","(mean) total-hatched-larvae","(std) total-hatched-larvae"
"500","10","40","5000","100","53","50.98722963794436","1.7835616253292947","14.398853971448878","0.3584418552928104","7674.2","183.2592698883197","6415.8","136.7909353721949","298.2","11.906300852909773","14.820000000000002","5.468784142750562","59.64","2.3812601705819545","30340.2","2085.27028463938","2674.2","183.2592698883197"
"500","10","40","5000","100","54","51.20295059876962","1.7369953456958651","14.320957317908528","0.36347567367174133","7701.2","186.44184079760637","6473.9","142.64532940128112","297.8","11.96494880891682","13.560000000000002","5.637588136783318","59.56","2.3929897617833635","30668","2109.0704587566534","2701.2","186.44184079760637"
"500","10","40","5000","100","55","51.38850958878449","1.7005052543048338","14.248017492345246","0.3596605815448239","7728.6","191.5464434543226","6535.7","149.24211871988416","296.6","11.934822998268555","11.440000000000001","5.002239498464663","59.32000000000001","2.3869645996537083","30953.5","2072.519686275621","2728.6","191.5464434543226"
"500","10","40","5000","100","56","51.55923937532127","1.6620474991941316","14.171410588414082","0.36455358211274425","7755.2","196.52368813962352","6593.7","151.42658287104018","295.6","11.740528097151337","9.98","4.724785709426408","59.11999999999999","2.348105619430267","31180","2065.67693505059","2755.2","196.52368813962352"
"500","10","40","5000","100","57","51.70921456442428","1.6332902361622124","14.097966325916053","0.3658979777055705","7780.6","200.4810215456815","6647.8","153.91738043508926","295.2","11.668761716651858","8.84","4.261267417095529","59.04","2.333752343330371","31449.9","2114.528053727356","2780.6","200.48102154568147"
"500","10","40","5000","100","58","51.83051750813248","1.6025010628402387","14.029794003801555","0.3689661031947434","7808.4","201.37984010322384","6709","156.80178570411755","294.8","11.779643458101779","7.959999999999999","4.068218283229158","58.959999999999994","2.355928691620354","31723.3","2131.495533657061","2808.4","201.3798401032238"
"500","10","40","5000","100","59","51.93448724460692","1.5779829281048212","13.961560852688716","0.37469297774144705","7836.3","201.77316471721406","6760.1","156.1188329446515","294.5","11.664047325006875","7.18","3.8162285046888895","58.9","2.3328094650013727","31987","2207.8240419018903","2836.3","201.77316471721406"
"500","10","40","5000","100","60","52.03073076654713","1.5583262264154027","13.887538339203246","0.37176073858315206","7861.9","203.53351075437183","6805.9","157.84451209972426","294.1","11.827510304370907","6.32","3.5374567135160824","58.81999999999999","2.36550206087418","32221.6","2249.759507147375","2861.9","203.53351075437183"
"500","10","40","5000","100","61","52.09555298702698","1.533040401543079","13.820143710685363","0.3712524435923158","7889.3","208.0456920967123","6850.3","155.853809706404","293.9","11.734138229968147","5.5","3.1915513469157917","58.779999999999994","2.3468276459936277","32449.8","2328.3529715230034","2889.3","208.0456920967123"
"500","10","40","5000","100","62","52.14730860188124","1.5075356487695448","13.753852720314304","0.3730282421375038","7915.1","210.1373122508233","6893.6","149.6804596465417","293.9","11.734138229968147","4.98","2.935915530120034","58.779999999999994","2.3468276459936277","32646.6","2360.157587958906","2915.1","210.13731225082327"
"500","10","40","5000","100","63","52.19700025524696","1.481861917784547","13.690128938791279","0.3746642863045693","7940.9","214.22392490102501","6931.6","148.9115173517482","293.8","11.625833303466896","4.42","2.6494527736874267","58.760000000000005","2.3251666606933767","32876.5","2464.5781484870795","2940.9","214.22392490102501"
"500","10","40","5000","100","64","52.22413847327273","1.463107047849057","13.634129522728944","0.369616669505954","7966.3","218.76382242043587","6975.1","145.3185810555553","293.8","11.625833303466896","3.96","2.44425857879235","58.760000000000005","2.3251666606933767","33051.4","2478.370157986898","2966.3","218.76382242043587"
"500","10","40","5000","100","65","52.23053200042691","1.441404024899874","13.568042935448599","0.3748109412390248","7987.4","223.5008724815185","7014.1","142.07564886355436","293.3","11.402192771568108","3.3599999999999994","2.1048515387076594","58.660000000000004","2.2804385543136196","33247.2","2494.970973779054","2987.4","223.50087248151854"
"500","10","40","5000","100","66","52.24343717725141","1.4308171524322053","13.505498295009195","0.37305857246399743","8010.1","227.8852562146134","7055.4","142.32090499993316","292.8","11.178550889985695","2.92","1.9249935064825545","58.56","2.235710177997138","33379.8","2533.6807139022076","3010.1","227.8852562146134"
"500","10","40","5000","100","67","52.23256896880836","1.4119628626459912","13.439770088943249","0.36900221878749334","8029.5","233.44774575908843","7099.7","139.33919046700393","292.6","11.101351269102334","2.4799999999999995","1.605490579231158","58.519999999999996","2.2202702538204657","33532.3","2548.9970203984158","3029.5","233.44774575908843"
"500","10","40","5000","100","68","52.205215377895954","1.3955377666978714","13.37572363343737","0.37132236797923596","8048.9","238.24292224534184","7141","135.65618305112378","292.4","10.910545357588685","2.08","1.3717142559585798","58.48","2.1821090715177354","33789.1","2587.0647247411493","3048.9","238.24292224534182"
"500","10","40","5000","100","69","52.16156309283879","1.3882499058413853","13.315025616949749","0.36985003857131366","8067.7","240.34560532699572","7183.4","132.35573278101708","292.3","10.807867504739315","1.7399999999999998","1.2619033243477886","58.46","2.1615735009478616","33993.3","2605.81860650353","3067.7","240.34560532699572"
"500","10","40","5000","100","70","52.11922097052568","1.3732094938774748","13.256377623741042","0.3714734780957329","8080.5","242.7674813478939","7223.2","131.77237950344525","292.3","10.807867504739315","1.4999999999999998","1.0478549517943787","58.46","2.1615735009478616","34211","2621.529667961055","3080.5","242.7674813478939"
"500","10","40","5000","100","71","52.05906681720887","1.3669647270885492","13.196253766685965","0.37724853676011805","8096.1","244.7302392431307","7265.2","133.71297618406373","292.3","10.807867504739315","1.2799999999999998","0.9927738916792683","58.46","2.1615735009478616","34379.9","2679.105240560736","3096.1","244.7302392431307"
"500","10","40","5000","100","72","51.987719453743054","1.3753292341874106","13.137838219085648","0.37852549485164416","8113.6","249.13177236153558","7300.4","138.5331729225892","292.2","10.712609392673663","1.1","0.8449852069711042","58.44","2.1425218785347306","34580","2680.535207752362","3113.6","249.1317723615356"
"500","10","40","5000","100","73","51.92001969212604","1.3643928081482741","13.08150657290749","0.3776474519670842","8131.4","249.38331941010009","7338.7","142.98185199527944","292.2","10.712609392673663","0.96","0.7578918128598566","58.44","2.1425218785347306","34735.2","2694.110012601564","3131.4","249.38331941010009"
"500","10","40","5000","100","74","51.836160320200996","1.3779082735911208","13.025381720848571","0.3809047181807007","8151.6","251.05744362595587","7377","148.75214284170835","292.2","10.712609392673663","0.9","0.6276941930590085","58.44","2.1425218785347306","34935.8","2722.3217590872687","3151.6","251.05744362595587"
"500","10","40","5000","100","75","51.75159816790716","1.3870912029369942","12.973604488950958","0.37827643575926073","8168.3","252.70023743558292","7417.4","153.15626007447426","292.2","10.712609392673663","0.82","0.5827520913733386","58.44","2.1425218785347306","35090.8","2800.6325642611528","3168.3","252.70023743558292"
"500","10","40","5000","100","76","51.65018206499792","1.3847201435990542","12.925132606658977","0.3779777103039016","8187.5","255.58765619646033","7453.4","158.23665820536024","292.2","10.712609392673663","0.82","0.5325410782277739","58.44","2.1425218785347306","35284.9","2813.0914826930175","3187.5","255.58765619646033"
"500","10","40","5000","100","77","51.540095783497655","1.3992612351027658","12.872760555304032","0.3821577542631505","8205.7","257.64590041372674","7483.9","161.5094114904763","292.2","10.712609392673663","0.66","0.35832945734337834","58.44","2.1425218785347306","35405.6","2798.5436998553373","3205.7","257.64590041372674"
"500","10","40","5000","100","78","51.423369164454655","1.4032889457874052","12.828021107426968","0.38337757058978833","8222.7","260.44463903102326","7515.5","161.61203544290876","292.2","10.712609392673663","0.6","0.2683281572999748","58.44","2.1425218785347306","35507.6","2837.2871268167414","3222.7","260.44463903102326"
"500","10","40","5000","100","79","51.31099915463782","1.4143509102108103","12.783176549411204","0.38510430646886396","8241","262.687266535704","7549.2","166.7931653275997","292.2","10.712609392673663","0.52","0.256124969497314","58.44","2.1425218785347306","35631.1","2874.588577518529","3241","262.687266535704"
"500","10","40","5000","100","80","51.1967460391739","1.4226555446780633","12.734878258129687","0.3851732595310697","8257.4","265.4754979277749","7579.4","169.45394654595682","292.2","10.712609392673663","0.44000000000000006","0.27999999999999997","58.44","2.1425218785347306","35794.5","2957.4155693781013","3257.4","265.4754979277749"
"500","10","40","5000","100","81","51.073733815366374","1.4283007879673735","12.690602662823885","0.3825529931019579","8272","265.8138446356773","7610.6","173.56508865552425","292.2","10.712609392673663","0.33999999999999997","0.25377155080899044","58.44","2.1425218785347306","35930","2984.587576198762","3272","265.8138446356773"
"500","10","40","5000","100","82","50.95086938649097","1.4353151808662186","12.650251652340597","0.3819895772265786","8284.5","267.8369840033299","7643.1","178.73469165218037","292.2","10.712609392673663","0.21999999999999997","0.1661324772583615","58.44","2.1425218785347306","36092.4","3065.1865261350736","3284.5","267.8369840033299"
"500","10","40","5000","100","83","50.82925125934325","1.4372936558450624","12.604906389682663","0.3826610559437444","8295.7","269.25231661027544","7674.2","183.2592698883197","292.2","10.712609392673663","0.21999999999999997","0.1661324772583615","58.44","2.1425218785347306","36290.8","3126.138506208578","3295.7","269.25231661027544"
"500","10","40","5000","100","84","50.71044889286462","1.4366212732965524","12.564788905788166","0.380540322733853","8309.3","274.2750626652011","7701.2","186.44184079760637","292.1","10.81156787889712","0.2","0.15491933384829668","58.42","2.162313575779421","36468.9","3155.69508824918","3309.3","274.27506266520106"
"500","10","40","5000","100","85","50.5850126205652","1.4360409263692033","12.525447123855528","0.37847057200361384","8321.7","278.5300881412994","7728.6","191.5464434543226","292.1","10.81156787889712","0.19999999999999998","0.15491933384829668","58.42","2.162313575779421","36550.5","3192.774819807999","3321.7","278.53008814129936"
"500","10","40","5000","100","86","50.462269167211474","1.4381795938260196","12.485635548744067","0.3799516876741508","8335.5","285.02394636240655","7755.2","196.52368813962352","292","10.73312629199899","0.18","0.16613247725836147","58.4","2.1466252583997956","36730.4","3199.4748694121668","3335.5","285.02394636240655"
