(mean) mosquito_to_human_rate,(std) mosquito_to_human_rate,(mean) human_to_mosquito_rate,(std) human_to_mosquito_rate,(mean) total-mosquitoes,(std) total-mosquitoes,(mean) mosquito-death-toll,(std) mosquito-death-toll,(mean) cur-human-population,(std) cur-human-population,(mean) %infected-humans,(std) %infected-humans,(mean) %recovered-humans,(std) %recovered-humans,(mean) total-larvae,(std) total-larvae,(mean) total-hatched-larvae,(std) total-hatched-larvae
43.53034943,1.659770767,15.05852416,0.228650259,6617.5,160.3591282,5407.7,65.71004489,319.4,10.91054536,34.2,5.885575588,63.88,2.182109072,18468.1,1660.977089,1617.5,160.3591282
43.9923815,1.598694947,14.9706048,0.238659478,6638,161.765262,5470.1,70.08059646,317.7,10.98225842,32.16,6.041721609,63.54,2.196451684,18638.8,1732.408197,1638,161.765262
44.41155892,1.570271931,14.88513816,0.236763305,6661.6,164.7678367,5532.1,69.40525917,315.9,10.5399241,30.22,6.594209581,63.18,2.10798482,18839.7,1784.632178,1661.6,164.7678367
44.78280455,1.54086418,14.81870914,0.23736419,6684.4,167.8399237,5590.6,70.89880112,315.1,10.20245069,28.62,6.748896206,63.02,2.040490137,19044.1,1867.049782,1684.4,167.8399237
45.15460097,1.527015207,14.7420701,0.240131472,6703.7,170.5010557,5650.6,73.73628686,314.4,9.769339793,27.34,7.25812648,62.88,1.953867959,19224.5,1879.300202,1703.7,170.5010557
45.47463226,1.499757865,14.67717332,0.237778298,6721.2,175.9754528,5709.6,75.91205438,313.4,10.2,25.74,7.302629663,62.68,2.04,19349.5,1888.573708,1721.2,175.9754528
45.77604321,1.4790545,14.60468356,0.233358442,6740.8,179.9448804,5773.5,77.95030468,312.1,9.617172142,24.14,7.258677566,62.42,1.923434428,19509.7,1912.197953,1740.8,179.9448804
46.06880586,1.473867446,14.53646242,0.232484702,6759.9,184.6983757,5834.4,89.82115564,311.4,9.666436779,23.1,7.383359669,62.28,1.933287356,19653.7,1933.304117,1759.9,184.6983757
46.32202687,1.440064486,14.48044896,0.234186499,6777.3,191.794708,5887.5,97.61377976,310,9.273618495,21.56,7.087340827,62,1.854723699,19809.5,2000.563183,1777.3,191.794708
46.55377189,1.403171653,14.42596447,0.24535077,6794.2,195.5672774,5937.9,106.4645011,309.7,9.529428105,20.32,6.630957699,61.94,1.905885621,19936.8,2018.557247,1794.2,195.5672774
46.78633367,1.392437255,14.36737099,0.240877398,6808,199.6336645,5982.7,106.5786564,308.6,9.871170143,19.2,6.441117915,61.72,1.974234029,20024.1,2034.601212,1808,199.6336645
46.98187355,1.372792144,14.31263245,0.245219564,6822.8,203.6240654,6026.6,113.8799368,307.9,9.873702446,18.18,6.99396883,61.58,1.974740489,20191.2,2013.774009,1822.8,203.6240654
47.17339899,1.339609825,14.26819276,0.248116507,6836.5,206.5067795,6072.7,117.3354593,307.1,9.914131329,17,6.665133157,61.42,1.982826266,20352.5,2113.175584,1836.5,206.5067795
47.36112657,1.32571289,14.20930534,0.257800201,6849.4,210.3093911,6119.6,120.7685389,306.7,9.74730732,15.86,6.500492289,61.34,1.949461464,20502.5,2100.069487,1849.4,210.3093911
47.50953891,1.301341234,14.16168991,0.258568756,6859.8,214.1703994,6163.9,127.0223996,306.1,10.13360745,14.84,6.151942783,61.22,2.02672149,20592.1,2100.764168,1859.8,214.1703994
47.65164085,1.273208839,14.12501885,0.260300732,6872.8,215.4255324,6205.6,124.7519138,305.8,10.02796091,14.2,6.131231524,61.16,2.005592182,20700.2,2100.522068,1872.8,215.4255324
47.78531443,1.261698646,14.08489491,0.264939913,6886.9,220.6750779,6244.8,129.4571744,305.3,10.05037313,13.34,5.826868799,61.06,2.010074625,20764.7,2122.574995,1886.9,220.6750779
47.88515762,1.239293068,14.04947856,0.267422622,6901.3,223.9643052,6285,129.0658747,304.3,10.41201229,12.62,5.98294242,60.86,2.082402459,20913.5,2112.033534,1901.3,223.9643052
47.99015644,1.220674067,14.01314898,0.274351792,6913.4,224.249058,6320.6,128.6935896,303.9,10.38701112,11.66,5.770996448,60.78,2.077402224,20982.3,2119.480977,1913.4,224.249058
48.0778197,1.21822378,13.97634272,0.280894915,6923.7,225.2940523,6352.8,132.6316704,303.3,10.23767552,10.84,5.423504402,60.66,2.047535103,21110.6,2160.371783,1923.7,225.2940523
48.14437878,1.195261473,13.94382997,0.286578465,6931.4,227.7877082,6384.6,135.8566892,302.5,10.08216247,9.56,4.830569325,60.5,2.016432493,21197.2,2127.162514,1931.4,227.7877082
48.2250376,1.176888963,13.90832957,0.294057362,6943.4,228.006228,6413,139.2623424,302.3,10.07025322,8.8,4.659613718,60.46,2.014050645,21288.4,2103.524671,1943.4,228.006228
48.28740677,1.184232648,13.8688558,0.296242298,6954.1,228.8979904,6437.5,146.878351,301.8,10.03792807,8.3,4.471465084,60.36,2.007585615,21338.6,2122.058821,1954.1,228.8979904
48.32656944,1.162075315,13.83132594,0.302994598,6965,232.6086843,6463,153.0607722,301.3,10.35422619,7.64,4.301441619,60.26,2.070845238,21431.8,2090.097404,1965,232.6086843
48.37986174,1.158779452,13.79658809,0.301531666,6973.9,232.9860296,6483.4,157.1153716,301.1,10.3,7.26,4.269004568,60.22,2.06,21523.3,2098.988949,1973.9,232.9860296
48.41655393,1.161373405,13.76178463,0.298743914,6982.9,232.3619805,6502.8,159.26569,300.7,10.27667261,6.7,4.024176934,60.14,2.055334523,21595.7,2135.475968,1982.9,232.3619805
48.43162142,1.15228127,13.72714642,0.309574904,6989.7,233.4395211,6522.8,158.3349614,300.3,10.52663289,6.06,3.639835161,60.06,2.105326578,21639.4,2148.670668,1989.7,233.4395211
48.46652709,1.153455932,13.69447914,0.31137453,6997.9,232.4192118,6547.8,159.0891574,300.2,10.44796631,5.76,3.776559281,60.04,2.089593262,21751.1,2196.773245,1997.9,232.4192118
48.48611361,1.154000563,13.6662452,0.313710806,7008.2,231.3234964,6573.1,158.2671476,299.7,10.38315944,5.18,3.504796713,59.94,2.076631888,21828.5,2183.160519,2008.2,231.3234964
48.47966714,1.157311775,13.63560369,0.320095426,7015.5,232.9215533,6597,160.3165618,299.3,10.51712889,4.74,3.270535124,59.86,2.103425777,21870.2,2196.014472,2015.5,232.9215533
48.49926916,1.164537704,13.60622517,0.320571778,7022.9,233.47396,6617.5,160.3591282,299.1,10.44461584,4.26,3.073824979,59.82,2.088923168,21943.7,2207.455189,2022.9,233.47396
48.49652216,1.171667101,13.57891845,0.322423299,7030.7,236.9227933,6638,161.765262,298.8,10.44796631,3.88,2.788834882,59.76,2.089593262,22034.8,2209.95171,2030.7,236.9227933
48.48346047,1.178089294,13.55007811,0.327254686,7038.9,239.5923413,6661.6,164.7678367,298.7,10.65879918,3.72,2.64,59.74,2.131759836,22085.7,2228.488818,2038.9,239.5923413
48.47702583,1.191899971,13.52627393,0.329863596,7044.8,240.5733984,6684.4,167.8399237,298.6,10.71634266,3.58,2.799214175,59.72,2.143268532,22162.5,2217.179751,2044.8,240.5733984
48.46009038,1.200305237,13.50333368,0.332878893,7051.6,242.0884962,6703.7,170.5010557,298.5,10.78192933,3.24,2.621144788,59.7,2.156385865,22226.1,2209.952418,2051.6,242.0884962
48.4389304,1.217769301,13.47678992,0.335347876,7060.4,243.6186364,6721.2,175.9754528,298.4,10.74430081,2.94,2.62,59.68,2.148860163,22271.2,2212.080414,2060.4,243.6186364
48.42832823,1.232848449,13.45546315,0.340701656,7067.3,243.6009236,6740.8,179.9448804,298.1,10.89449402,2.8,2.366431913,59.62,2.178898804,22301.9,2220.563687,2067.3,243.6009236
48.39873847,1.244216756,13.43336057,0.343666106,7074.4,245.4140175,6759.9,184.6983757,298,10.89954127,2.7,2.234725934,59.6,2.179908255,22363.5,2258.632828,2074.4,245.4140175
48.36628374,1.251292505,13.40739033,0.347063542,7079.9,246.1074765,6777.3,191.794708,297.9,10.91283648,2.52,2.266627451,59.58,2.182567296,22413.2,2291.611782,2079.9,246.1074765
48.3376407,1.263495944,13.38460982,0.353586588,7084.3,246.0508281,6794.2,195.5672774,297.7,10.8078675,2.32,2.196724835,59.54,2.161573501,22438.4,2279.10808,2084.3,246.0508281
48.31085992,1.269950169,13.36364457,0.35335649,7088.1,246.2399033,6808,199.6336645,297.7,10.8078675,2.14,2.107225664,59.54,2.161573501,22501.7,2322.998366,2088.1,246.2399033
48.26977901,1.277059689,13.34428792,0.361334532,7092.7,247.4752715,6822.8,203.6240654,297.6,10.84619749,2,1.941133689,59.52,2.169239498,22554.4,2352.197917,2092.7,247.4752715
48.23317763,1.29102806,13.3229683,0.360722839,7097.4,250.2703338,6836.5,206.5067795,297.5,10.92931837,1.86,1.863437683,59.5,2.185863674,22587,2351.627011,2097.4,250.2703338
48.2001586,1.293373877,13.30235902,0.362851777,7101.3,251.3905527,6849.4,210.3093911,297.5,10.92931837,1.9,1.897893569,59.5,2.185863674,22662.5,2328.015389,2101.3,251.3905527
48.16271064,1.308182915,13.27982701,0.364730428,7105.8,253.7281222,6859.8,214.1703994,297.4,10.94714575,1.68,1.64972725,59.48,2.189429149,22699.1,2343.856499,2105.8,253.7281222
48.12729549,1.323659567,13.26067819,0.365245296,7110,255.9539021,6872.8,215.4255324,297.4,10.94714575,1.48,1.734819875,59.48,2.189429149,22730.7,2348.992893,2110,255.9539021
48.0825578,1.319552004,13.24064216,0.36729167,7114.1,257.4958058,6886.9,220.6750779,297.3,11.03675677,1.32,1.547126368,59.46,2.207351354,22786.6,2362.14776,2114.1,257.4958058
48.04758678,1.324791031,13.22009884,0.368865012,7118.2,257.5716599,6901.3,223.9643052,297.3,11.03675677,1.22,1.537400403,59.46,2.207351354,22816.1,2356.644753,2118.2,257.5716599
48.01327396,1.338384389,13.20342672,0.369995616,7122.4,258.1794725,6913.4,224.249058,297.1,11.13956911,1.14,1.58757677,59.42,2.227913822,22827,2356.951081,2122.4,258.1794725
47.97436442,1.336262854,13.18706137,0.369929871,7127.3,258.8559638,6923.7,225.2940523,297,11.07248843,1.06,1.520657752,59.4,2.214497686,22862.6,2388.21499,2127.3,258.8559638
47.93911336,1.341576596,13.17127603,0.373358417,7131.3,259.5881546,6931.4,227.7877082,297,11.07248843,1.02,1.46273716,59.4,2.214497686,22909.7,2397.073301,2131.3,259.5881546
47.90484903,1.351740033,13.15475744,0.3767696,7135.2,259.6912783,6943.4,228.006228,297,11.07248843,1.04,1.52,59.4,2.214497686,22934.4,2409.568019,2135.2,259.6912783
47.86245842,1.347699407,13.14064437,0.37915759,7136.8,259.7802148,6954.1,228.8979904,296.9,11.11260546,0.98,1.473634962,59.38,2.222521091,22985.3,2393.85313,2136.8,259.7802148
47.82909271,1.348727583,13.12614296,0.381375487,7140,261.5675821,6965,232.6086843,296.9,11.11260546,0.9,1.312249976,59.38,2.222521091,23014.1,2392.684912,2140,261.5675821
47.79995178,1.359166472,13.11249615,0.382444225,7143.7,263.1794255,6973.9,232.9860296,296.8,11.20535586,0.82,1.218031198,59.36,2.241071172,23032.1,2390.215365,2143.7,263.1794255
47.75850194,1.359633196,13.09878854,0.385137885,7146.4,264.106115,6982.9,232.3619805,296.8,11.20535586,0.76,1.101998185,59.36,2.241071172,23052.9,2417.656694,2146.4,264.106115
47.72593006,1.363834114,13.08594574,0.3864355,7149.2,264.0453749,6989.7,233.4395211,296.8,11.20535586,0.72,1.1070682,59.36,2.241071172,23084.4,2432.865561,2149.2,264.0453749
47.69515293,1.373627429,13.07354473,0.390321361,7152.8,264.3496926,6997.9,232.4192118,296.8,11.20535586,0.72,1.166876172,59.36,2.241071172,23100.2,2429.445813,2152.8,264.3496926
47.65642222,1.370279047,13.05987561,0.391026474,7155.6,264.2064344,7008.2,231.3234964,296.7,11.14495402,0.64,1.105621997,59.34,2.228990803,23139,2446.843804,2155.6,264.2064344
47.62656034,1.372804967,13.04934107,0.391711049,7157.2,264.5039886,7015.5,232.9215533,296.6,11.0923397,0.58,0.985697722,59.32,2.21846794,23185.8,2439.810599,2157.2,264.5039886
47.60072372,1.38202005,13.03873348,0.392238765,7159.6,265.9451823,7022.9,233.47396,296.5,11.19151464,0.46,0.942549733,59.3,2.238302929,23200.3,2463.576833,2159.6,265.9451823
